drug,indication,in_l1000_pool,ra_label
fenebrutinib,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
fenebrutinib,rheumatoid arthritis,False,out-of-pool (inert for the filter)
fenoprofen calcium,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
fenoprofen calcium,rheumatoid arthritis,False,out-of-pool (inert for the filter)
fexofenadine,"Arthritis, Rheumatoid (investigational, not approved)",True,reported RA investigation (not approved)
fexofenadine,Asthma,True,reported RA investigation (not approved)
fexofenadine,"Carcinoma, Non-Small-Cell Lung",True,reported RA investigation (not approved)
fexofenadine,"Dermatitis, Atopic",True,reported RA investigation (not approved)
fexofenadine,Diabetic Nephropathies,True,reported RA investigation (not approved)
fexofenadine,Edema,True,reported RA investigation (not approved)
fexofenadine,Gastroesophageal Reflux,True,reported RA investigation (not approved)
fexofenadine,Hypersensitivity,True,reported RA investigation (not approved)
fexofenadine,Prostatic Neoplasms,True,reported RA investigation (not approved)
fexofenadine,Pruritus,True,reported RA investigation (not approved)
fexofenadine,"Rhinitis, Allergic, Perennial",True,reported RA investigation (not approved)
fexofenadine,"Rhinitis, Allergic, Seasonal",True,reported RA investigation (not approved)
fezakinumab,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
fezakinumab,rheumatoid arthritis,False,out-of-pool (inert for the filter)
filgotinib,"Arthritis, Juvenile",True,known hit (approved)
filgotinib,"Arthritis, Psoriatic",True,known hit (approved)
filgotinib,"Arthritis, Rheumatoid",True,known hit (approved)
filgotinib,"Colitis, Ulcerative",True,known hit (approved)
filgotinib,Crohn Disease,True,known hit (approved)
filgotinib,Inflammatory Bowel Diseases,True,known hit (approved)
filgotinib,Kidney Diseases,True,known hit (approved)
filgotinib,"Lupus Erythematosus, Cutaneous",True,known hit (approved)
filgotinib,"Lupus Erythematosus, Systemic",True,known hit (approved)
filgotinib,Sjogren's Syndrome,True,known hit (approved)
filgotinib,Spondylarthropathies,True,known hit (approved)
filgotinib,"Spondylitis, Ankylosing",True,known hit (approved)
filgotinib,Uveitis,True,known hit (approved)
filgotinib,rheumatoid arthritis,True,known hit (approved)
filgotinib maleate,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
filgotinib maleate,rheumatoid arthritis,False,out-of-pool (inert for the filter)
fish oil,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
fish oil,rheumatoid arthritis,False,out-of-pool (inert for the filter)
fish oil triglycerides,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
fish oil triglycerides,rheumatoid arthritis,False,out-of-pool (inert for the filter)
fletikumab,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
fletikumab,rheumatoid arthritis,False,out-of-pool (inert for the filter)
fludarabine,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
fludarabine,rheumatoid arthritis,False,out-of-pool (inert for the filter)
fludeoxyglucose f 18,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
fludeoxyglucose f 18,rheumatoid arthritis,False,out-of-pool (inert for the filter)
flurbiprofen,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
flurbiprofen,rheumatoid arthritis,False,out-of-pool (inert for the filter)
folic acid,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
folic acid,rheumatoid arthritis,False,out-of-pool (inert for the filter)
folic-acid,"Abortion, Habitual",True,reported RA investigation (not approved)
folic-acid,Acne Vulgaris,True,reported RA investigation (not approved)
folic-acid,Alzheimer Disease,True,reported RA investigation (not approved)
folic-acid,Anemia,True,reported RA investigation (not approved)
folic-acid,"Anemia, Iron-Deficiency",True,reported RA investigation (not approved)
folic-acid,"Anemia, Sickle Cell",True,reported RA investigation (not approved)
folic-acid,"Arthritis, Rheumatoid (investigational, not approved)",True,reported RA investigation (not approved)
folic-acid,Atherosclerosis,True,reported RA investigation (not approved)
folic-acid,Autistic Disorder,True,reported RA investigation (not approved)
folic-acid,Breast Neoplasms,True,reported RA investigation (not approved)
folic-acid,"Carcinoma, Non-Small-Cell Lung",True,reported RA investigation (not approved)
folic-acid,Cleft Lip,True,reported RA investigation (not approved)
folic-acid,Cleft Palate,True,reported RA investigation (not approved)
folic-acid,Colorectal Neoplasms,True,reported RA investigation (not approved)
folic-acid,Coronary Disease,True,reported RA investigation (not approved)
folic-acid,Depressive Disorder,True,reported RA investigation (not approved)
folic-acid,"Diabetes Mellitus, Type 1",True,reported RA investigation (not approved)
folic-acid,"Diabetes Mellitus, Type 2",True,reported RA investigation (not approved)
folic-acid,Diabetic Nephropathies,True,reported RA investigation (not approved)
folic-acid,Epilepsy,True,reported RA investigation (not approved)
folic-acid,Esophageal Neoplasms,True,reported RA investigation (not approved)
folic-acid,Fallopian Tube Neoplasms,True,reported RA investigation (not approved)
folic-acid,Folic Acid Deficiency,True,reported RA investigation (not approved)
folic-acid,Gingival Overgrowth,True,reported RA investigation (not approved)
folic-acid,HIV Infections,True,reported RA investigation (not approved)
folic-acid,Head and Neck Neoplasms,True,reported RA investigation (not approved)
folic-acid,Heart Diseases,True,reported RA investigation (not approved)
folic-acid,Heart Failure,True,reported RA investigation (not approved)
folic-acid,Heavy Metal Poisoning,True,reported RA investigation (not approved)
folic-acid,Hemorrhage,True,reported RA investigation (not approved)
folic-acid,Hypertension,True,reported RA investigation (not approved)
folic-acid,Infertility,True,reported RA investigation (not approved)
folic-acid,"Infertility, Male",True,reported RA investigation (not approved)
folic-acid,"Kidney Failure, Chronic",True,reported RA investigation (not approved)
folic-acid,Lung Neoplasms,True,reported RA investigation (not approved)
folic-acid,"Lupus Erythematosus, Systemic",True,reported RA investigation (not approved)
folic-acid,Lymphoma,True,reported RA investigation (not approved)
folic-acid,"Lymphoma, Large-Cell, Anaplastic",True,reported RA investigation (not approved)
folic-acid,"Lymphoma, T-Cell, Cutaneous",True,reported RA investigation (not approved)
folic-acid,"Lymphoma, T-Cell, Peripheral",True,reported RA investigation (not approved)
folic-acid,Malaria,True,reported RA investigation (not approved)
folic-acid,Meningeal Carcinomatosis,True,reported RA investigation (not approved)
folic-acid,Mesothelioma,True,reported RA investigation (not approved)
folic-acid,Mucositis,True,reported RA investigation (not approved)
folic-acid,Mycosis Fungoides,True,reported RA investigation (not approved)
folic-acid,Myocardial Infarction,True,reported RA investigation (not approved)
folic-acid,Myocardial Ischemia,True,reported RA investigation (not approved)
folic-acid,Neoplasms,True,reported RA investigation (not approved)
folic-acid,Neural Tube Defects,True,reported RA investigation (not approved)
folic-acid,Oral Ulcer,True,reported RA investigation (not approved)
folic-acid,Osteoporosis,True,reported RA investigation (not approved)
folic-acid,Ovarian Neoplasms,True,reported RA investigation (not approved)
folic-acid,Parkinson Disease,True,reported RA investigation (not approved)
folic-acid,Peritoneal Neoplasms,True,reported RA investigation (not approved)
folic-acid,Polycystic Ovary Syndrome,True,reported RA investigation (not approved)
folic-acid,Premature Ejaculation,True,reported RA investigation (not approved)
folic-acid,"Prostatic Neoplasms, Castration-Resistant",True,reported RA investigation (not approved)
folic-acid,Psychotic Disorders,True,reported RA investigation (not approved)
folic-acid,Pulmonary Alveolar Proteinosis,True,reported RA investigation (not approved)
folic-acid,Rectal Neoplasms,True,reported RA investigation (not approved)
folic-acid,"Renal Insufficiency, Chronic",True,reported RA investigation (not approved)
folic-acid,Severe Acute Respiratory Syndrome,True,reported RA investigation (not approved)
folic-acid,Sezary Syndrome,True,reported RA investigation (not approved)
folic-acid,Tuberculosis,True,reported RA investigation (not approved)
folic-acid,Uterine Cervical Neoplasms,True,reported RA investigation (not approved)
folic-acid,Uveitis,True,reported RA investigation (not approved)
fontolizumab,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
fontolizumab,rheumatoid arthritis,False,out-of-pool (inert for the filter)
fosdagrocorat,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
fosdagrocorat,rheumatoid arthritis,False,out-of-pool (inert for the filter)
fostamatinib,"Anemia, Hemolytic, Autoimmune",True,reported RA investigation (not approved)
fostamatinib,"Arthritis, Rheumatoid (investigational, not approved)",True,reported RA investigation (not approved)
fostamatinib,Bronchiolitis Obliterans Syndrome,True,reported RA investigation (not approved)
fostamatinib,"Glomerulonephritis, IGA",True,reported RA investigation (not approved)
fostamatinib,Hematologic Neoplasms,True,reported RA investigation (not approved)
fostamatinib,Hemorrhage,True,reported RA investigation (not approved)
fostamatinib,Hidradenitis Suppurativa,True,reported RA investigation (not approved)
fostamatinib,Lymphoma,True,reported RA investigation (not approved)
fostamatinib,"Lymphoma, Large B-Cell, Diffuse",True,reported RA investigation (not approved)
fostamatinib,Ovarian Neoplasms,True,reported RA investigation (not approved)
fostamatinib,Pneumonia,True,reported RA investigation (not approved)
fostamatinib,Primary Myelofibrosis,True,reported RA investigation (not approved)
fostamatinib,"Purpura, Thrombocytopenic, Idiopathic",True,reported RA investigation (not approved)
fostamatinib,Severe Acute Respiratory Syndrome,True,reported RA investigation (not approved)
fostamatinib disodium,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
fostamatinib disodium,rheumatoid arthritis,False,out-of-pool (inert for the filter)
gadobutrol,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
gadobutrol,rheumatoid arthritis,False,out-of-pool (inert for the filter)
gamcemetinib,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
gamcemetinib,rheumatoid arthritis,False,out-of-pool (inert for the filter)
gamolenic acid,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
gamolenic acid,rheumatoid arthritis,False,out-of-pool (inert for the filter)
gevokizumab,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
gevokizumab,rheumatoid arthritis,False,out-of-pool (inert for the filter)
gimsilumab,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
gimsilumab,rheumatoid arthritis,False,out-of-pool (inert for the filter)
giripladib,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
giripladib,rheumatoid arthritis,False,out-of-pool (inert for the filter)
glpg-0259,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
glpg-0259,rheumatoid arthritis,False,out-of-pool (inert for the filter)
glpg-3970,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
glpg-3970,rheumatoid arthritis,False,out-of-pool (inert for the filter)
golimumab,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
golimumab,rheumatoid arthritis,False,out-of-pool (inert for the filter)
gsk-3117391,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
gsk-3117391,rheumatoid arthritis,False,out-of-pool (inert for the filter)
gsk2982772,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
gsk2982772,rheumatoid arthritis,False,out-of-pool (inert for the filter)
guselkumab,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
guselkumab,rheumatoid arthritis,False,out-of-pool (inert for the filter)
gw-274150,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
gw-274150,rheumatoid arthritis,False,out-of-pool (inert for the filter)
gw-406381,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
gw-406381,rheumatoid arthritis,False,out-of-pool (inert for the filter)
hesperidin,"Arthritis, Rheumatoid (investigational, not approved)",True,reported RA investigation (not approved)
hesperidin,Osteoporosis,True,reported RA investigation (not approved)
hydrocortisone,Addison Disease,True,known hit (approved)
hydrocortisone,Adrenal Cortex Neoplasms,True,known hit (approved)
hydrocortisone,"Adrenal Hyperplasia, Congenital",True,known hit (approved)
hydrocortisone,Adrenal Insufficiency,True,known hit (approved)
hydrocortisone,Aging,True,known hit (approved)
hydrocortisone,Alcoholism,True,known hit (approved)
hydrocortisone,Alopecia Areata,True,known hit (approved)
hydrocortisone,"Anemia, Refractory",True,known hit (approved)
hydrocortisone,"Anemia, Refractory, with Excess of Blasts",True,known hit (approved)
hydrocortisone,"Arthritis, Juvenile",True,known hit (approved)
hydrocortisone,"Arthritis, Psoriatic",True,known hit (approved)
hydrocortisone,"Arthritis, Rheumatoid",True,known hit (approved)
hydrocortisone,Asthma,True,known hit (approved)
hydrocortisone,Atrial Fibrillation,True,known hit (approved)
hydrocortisone,Borderline Personality Disorder,True,known hit (approved)
hydrocortisone,Bronchopulmonary Dysplasia,True,known hit (approved)
hydrocortisone,Bursitis,True,known hit (approved)
hydrocortisone,Central Nervous System Neoplasms,True,known hit (approved)
hydrocortisone,"Colitis, Ulcerative",True,known hit (approved)
hydrocortisone,"Conjunctivitis, Allergic",True,known hit (approved)
hydrocortisone,Crohn Disease,True,known hit (approved)
hydrocortisone,Dermatitis,True,known hit (approved)
hydrocortisone,"Dermatitis, Atopic",True,known hit (approved)
hydrocortisone,"Dermatitis, Seborrheic",True,known hit (approved)
hydrocortisone,"Diabetes Mellitus, Type 1",True,known hit (approved)
hydrocortisone,Eczema,True,known hit (approved)
hydrocortisone,Endocrine System Diseases,True,known hit (approved)
hydrocortisone,Exanthema,True,known hit (approved)
hydrocortisone,Eye Diseases,True,known hit (approved)
hydrocortisone,Fibromyalgia,True,known hit (approved)
